Timestamp,User ID,user_name
2023-10-22 16:18:44.471518,672134330,facu
2023-10-22 16:20:40.146402,672134330,facu
2023-10-22 16:45:44.651989,672134330,facu
2023-10-22 16:53:25.187279,672134330,facu
2023-10-22 17:34:08.669763,672134330,facu
2023-10-27 12:33:52.561528,672134330,facu
2023-10-27 12:33:55.804278,672134330,facu
2023-10-27 12:34:46.095607,672134330,facu
2023-10-27 12:34:47.024559,672134330,facu
2023-10-27 12:40:25.482862,672134330,facu
2023-10-27 12:40:25.482862,672134330,name 'update' is not defined
2023-10-27 12:43:50.933543,672134330,Bot.send_message() missing 1 required positional argument: 'text'
2023-10-27 12:45:17.653395,672134330,facu
2023-10-27 12:45:46.688955,672134330,facu
2023-10-27 12:45:49.900358,1642954045,Sheila Yael
2023-10-27 12:45:54.761165,6410698134,®
2023-10-27 12:46:00.219310,979015513,Facundo
2023-10-27 12:46:03.379301,1636990412,Fer
2023-10-27 12:46:08.307841,1232880165,Ivan
2023-10-27 12:46:11.242437,6517504259,67921
2023-10-27 12:46:14.142314,6682200471,Viviana
2024-02-26 13:32:25.798510,672134330,facu
2024-02-26 13:32:26.262036,6410698134,®
2024-02-26 13:32:26.488116,979015513,Facundo
2024-02-26 13:32:26.721057,1636990412,Fer
2024-02-26 13:32:26.942138,1232880165,Ivan
2024-02-26 13:32:27.184028,6517504259,67921
2024-02-26 13:32:27.411168,6682200471,Viviana
2024-02-26 13:32:27.636950,1942827243,Juliana
2024-02-26 13:32:27.858049,5315803364,Justo
2024-02-26 13:32:28.580435,6410698134,®
2024-02-26 13:32:28.793821,979015513,Facundo
2024-02-26 13:32:29.042000,1636990412,Fer
2024-02-26 13:32:29.279966,1232880165,Ivan
2024-02-26 13:32:29.530203,6517504259,67921
2024-02-26 13:32:29.760413,6682200471,Viviana
2024-02-26 13:32:29.979762,1942827243,Juliana
2024-02-26 13:32:30.202567,672134330,facu
2024-02-26 13:32:30.434497,5315803364,Justo
2024-02-28 11:15:41.887318,672134330,facu
2024-02-28 11:15:42.358387,6410698134,®
2024-02-28 11:15:42.581196,979015513,Facundo
2024-02-28 11:15:42.802775,1636990412,Fer
2024-02-28 11:15:43.021262,1232880165,Ivan
2024-02-28 11:15:43.246225,6517504259,67921
2024-02-28 11:15:43.468876,6682200471,Viviana
2024-02-28 11:15:43.687757,1942827243,Juliana
2024-02-28 11:15:43.917039,5315803364,Justo
2024-02-28 11:15:44.153495,5243718332,Eliana
2024-02-28 11:15:44.774986,6410698134,®
2024-02-28 11:15:44.997605,979015513,Facundo
2024-02-28 11:15:45.221301,1636990412,Fer
2024-02-28 11:15:45.506554,1232880165,Ivan
2024-02-28 11:15:45.727022,6517504259,67921
2024-02-28 11:15:45.940087,6682200471,Viviana
2024-02-28 11:15:46.159958,1942827243,Juliana
2024-02-28 11:15:46.380066,672134330,facu
2024-02-28 11:15:46.602739,5315803364,Justo
2024-02-28 11:15:46.823132,5243718332,Eliana
2024-02-29 05:30:17.514267,6410698134,[Errno 2] No such file or directory: 'windguru.png'
2024-02-29 12:48:44.286042,672134330,facu
2024-02-29 12:48:44.996063,6410698134,®
2024-02-29 12:48:45.486873,979015513,Facundo
2024-02-29 12:48:45.947511,1636990412,Fer
2024-02-29 12:48:46.413327,1232880165,Ivan
2024-02-29 12:48:46.855761,6517504259,67921
2024-02-29 12:48:47.299271,6682200471,Viviana
2024-02-29 12:48:47.739002,1942827243,Juliana
2024-02-29 12:48:48.450586,5315803364,Justo
2024-02-29 12:48:48.930899,5243718332,Eliana
2024-02-29 12:48:49.639267,6410698134,®
2024-02-29 12:48:49.956711,979015513,Facundo
2024-02-29 12:48:50.198228,1636990412,Fer
2024-02-29 12:48:50.432747,1232880165,Ivan
2024-02-29 12:48:50.661181,6517504259,67921
2024-02-29 12:48:50.901836,6682200471,Viviana
2024-02-29 12:48:51.135470,1942827243,Juliana
2024-02-29 12:48:51.371238,672134330,facu
2024-02-29 12:48:51.603613,5315803364,Justo
2024-02-29 12:48:51.834201,5243718332,Eliana
2024-03-01 05:30:18.443242,672134330,facu
2024-03-01 05:30:19.064873,6410698134,®
2024-03-01 05:30:19.503782,979015513,Facundo
2024-03-01 05:30:19.957966,1636990412,Fer
2024-03-01 05:30:20.384318,1232880165,Ivan
2024-03-01 05:30:20.809958,6517504259,67921
2024-03-01 05:30:21.245197,6682200471,Viviana
2024-03-01 05:30:21.677614,1942827243,Juliana
2024-03-01 05:30:22.138412,5315803364,Justo
2024-03-01 05:30:22.579273,5243718332,Eliana
2024-03-01 05:30:23.443097,6410698134,®
2024-03-01 05:30:23.740787,979015513,Facundo
2024-03-01 05:30:23.974000,1636990412,Fer
2024-03-01 05:30:24.196529,1232880165,Ivan
2024-03-01 05:30:24.419487,6517504259,67921
2024-03-01 05:30:24.647424,6682200471,Viviana
2024-03-01 05:30:24.903900,1942827243,Juliana
2024-03-01 05:30:25.143540,672134330,facu
